Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng
20251,TDDT,161741,161741,EE3359E,Lý thuyết điều khiển tự động,3(3-1-0-6),**CTTT-Cơ điện tử-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-402
20251,TDDT,161749,161749,ET2012E,Kỹ thuật điện tử,2(2-0-1-4),**CTTT-Cơ điện tử-K68S,1,Thu,1015-1145,5,6,Sáng,"2-9,11-19",D8-402
20251,TDDT,161763,161763,EE2110E,Thiết kế điện tử,3(3-0-1-6),**CTTT-KT ôtô-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",D8-306
20251,TDDT,161766,161766,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT-KT ôtô-K68S,1,Tue,1015-1145,5,6,Sáng,"2-9,11-19",D8-306
20251,TDDT,161766,161766,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT-KT ôtô-K68S,2,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-306
20251,TDDT,161767,161767,EE3280E,Lý thuyết điều khiển tự động I,3(3-1-0-6),**CTTT-KT ôtô-K68S,1,Fri,0645-1005,1,4,Sáng,"2-9,11-19",D8-307
20251,TDDT,161769,161769,EE3280E,Lý thuyết điều khiển tự động I,3(3-1-0-6),**CTTT-KT ôtô-K68C,1,Wed,1410-1730,3,6,Chiều,"2-9,11-19",D8-307
20251,TDDT,161770,161770,ET3250E,Cơ sở hệ thống truyền thông,3(3-1-0-6),**CTTT-KT ôtô-K68C,1,Wed,1230-1400,1,2,Chiều,"2-9,11-19",D8-402
20251,TDDT,161770,161770,ET3250E,Cơ sở hệ thống truyền thông,3(3-1-0-6),**CTTT-KT ôtô-K68C,2,Thu,1505-1645,4,5,Chiều,"2-9,11-19",D8-402
20251,TDDT,161772,161772,EE3020E,Mạch tuyến tính II,3(3-1-0-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68C",1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",C7-238
20251,TDDT,161773,161773,EE3020E,Mạch tuyến tính II,3(3-1-0-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68C",1,Mon,1230-1550,1,4,Chiều,"2-9,11-19",D8-402
20251,TDDT,161774,161774,EE3410E,Điện tử công suất,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",C7-236
20251,TDDT,161775,161775,EE3410E,Điện tử công suất,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",C7-238
20251,TDDT,161776,161776,EE2130E,Thiết kế hệ thống số,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",C7-236
20251,TDDT,161777,161777,EE2130E,Thiết kế hệ thống số,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",C7-238
20251,TDDT,161778,161778,EE2130E,Thiết kế hệ thống số,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68C",1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",C7-238
20251,TDDT,161779,161779,EE3140E,Máy điện,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",C7-236
20251,TDDT,161780,161780,EE3140E,Máy điện,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",C7-238
20251,TDDT,161781,161781,EE3140E,Máy điện,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68C",1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",C7-230
20251,TDDT,161782,161782,EE3110E,Kỹ thuật đo lường,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",C7-236
20251,TDDT,161783,161783,EE3110E,Kỹ thuật đo lường,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68S",1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",C7-238
20251,TDDT,161784,161784,EE3110E,Kỹ thuật đo lường,3(3-0-1-6),"**CTTT-ĐK&TĐH, HTĐ&NL tái tạo-K68C",1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",C7-238
20251,TDDT,161785,161785,EE3288E,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,1,Mon,0645-1005,1,4,Sáng,"2-9,11-19",C7-236
20251,TDDT,161786,161786,EE3288E,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",C7-238
20251,TDDT,161786,161786,EE3288E,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,2,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-405
20251,TDDT,161787,161787,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,1,Mon,1015-1145,5,6,Sáng,"2-9,11-19",C7-236
20251,TDDT,161787,161787,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,2,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-403
20251,TDDT,161788,161788,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-405
20251,TDDT,161789,161789,EE3423E,Nhập môn hệ thống điện,3(3-1-0-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-403
20251,TDDT,161790,161790,EE3423E,Nhập môn hệ thống điện,3(3-1-0-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,1,Mon,0645-1005,1,4,Sáng,"2-9,11-19",C7-238
20251,TDDT,161791,161791,EE2110E,Thiết kế điện tử,3(3-0-1-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-302
20251,TDDT,161792,161792,EE2110E,Thiết kế điện tử,3(3-0-1-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-306
20251,TDDT,161793,161793,EE3480E,Vi xử lý và kiến trúc máy tính,3(3-0-1-6),**CTTT-ĐK&TĐH (nhóm 1)-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-302
20251,TDDT,161794,161794,EE3480E,Vi xử lý và kiến trúc máy tính,3(3-0-1-6),**CTTT-ĐK&TĐH (nhóm 2)-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-306
20251,TDDT,161795,161795,EE3288E,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),**CTTT-HTĐ&NL tái tạo-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",D8-304
20251,TDDT,161796,161796,EE3600E,Hệ thống truyền thông công nghiệp,3(3-0-1-6),**CTTT-HTĐ&NL tái tạo-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-304
20251,TDDT,161797,161797,EE3101E,Các nguồn năng lượng tái tạo,3(3-1-0-6),**CTTT-HTĐ&NL tái tạo-K68S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",D8-304
20251,TDDT,161797,161797,EE3101E,Các nguồn năng lượng tái tạo,3(3-1-0-6),**CTTT-HTĐ&NL tái tạo-K68S,2,Fri,0730-1455,2,3,Sáng,"2-9,11-19",D8-304
20251,TDDT,161823,161823,ET3210E,Trường điện từ,3(3-0-1-6),**CTTT-Điện tử-K68S,1,Mon,0645-0910,1,3,Sáng,"2-9,11-19",C7-103
20251,TDDT,161824,161824,ET3260E,Kỹ thuật phần mềm ứng dụng,2(2-1-0-4),**CTTT-Điện tử-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",C7-103
20251,TDDT,161825,161825,ET3280E,Anten - truyền sóng,3(3-1-0-6),**CTTT-Điện tử-K68S,1,Wed,0645-1005,1,4,Sáng,"2-9,11-19",C7-103
20251,TDDT,161826,161826,ET2080E,Cơ sở kỹ thuật đo lường,2(2-0-1-4),**CTTT-Điện tử-K68S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",C7-119
20251,TDDT,161827,161827,ET3250E,Cơ sở hệ thống truyền thông,3(3-1-0-6),**CTTT-Điện tử-K68S,1,Tue,0645-1005,1,4,Sáng,"2-9,11-19",C7-103
20251,TDDT,161828,161828,ET3220E,Thiết kế hệ thống số I,4(3-1-1-8),**CTTT-Điện tử-K68S,1,Tue,1015-1145,5,6,Sáng,"2-9,11-19",C7-103
20251,TDDT,161828,161828,ET3220E,Thiết kế hệ thống số I,4(3-1-1-8),**CTTT-Điện tử-K68S,2,Thu,1015-1145,5,6,Sáng,"2-9,11-19",C7-103
20251,TDDT,161829,161829,ET3230E,Điện tử tương tự I,4(3-1-1-8),**CTTT-Điện tử-K68S,1,Thu,0645-1005,1,4,Sáng,"2-9,11-19",C7-103
20251,TDDT,161830,161830,ET2105E,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),**CTTT-Điện tử-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",C7-103
20251,TDDT,161831,161831,ET3310E,Lý thuyết mật mã,3(3-0-1-6),**CTTT-Điện tử-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",C7-119
20251,TDDT,161832,161832,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Điện tử-K68C,1,Wed,1230-1550,1,4,Chiều,"2-9,11-19",D8-303
20251,TDDT,161833,161833,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Điện tử-K68C,1,Wed,1600-1730,5,6,Chiều,"2-9,11-19",D8-303
20251,TDDT,161833,161833,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Điện tử-K68C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-303
20251,TDDT,161834,161834,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Điện tử-K68C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D8-303
20251,TDDT,161835,161835,ET4230E,Mạng máy tính,3(3-0-1-6),"**CTTT-Đa phương tiện,Y sinh-K68S",1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",C7-119
20251,TDDT,161836,161836,ET3302E,Kỹ thuật vi xử lý,3(3-1-0-6),"**CTTT-Đa phương tiện,Y sinh-K68S",1,Tue,0645-1005,1,4,Sáng,"2-9,11-19",D8-306
20251,TDDT,161837,161837,ET4591E,Xử lý ảnh số,2(2-1-0-4),**CTTT-Đa phương tiện-K68S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D8-406
20251,TDDT,161839,161839,ET4720E,Xử lý tín hiệu âm thanh,2(2-1-0-4),**CTTT-Đa phương tiện-K68S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D8-403
20251,TDDT,161841,161841,ET4291E,Hệ điều hành,3(2-1-1-6),**CTTT-Đa phương tiện-K68S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D8-403
20251,TDDT,161842,161842,ET4041E,Kiến trúc máy tính,2(2-0-1-4),**CTTT-Đa phương tiện-K68S,1,Fri,1015-1145,5,6,Sáng,"2-9,11-19",D8-403
20251,TDDT,161843,161843,ET3046E,Cơ sinh,3(2-1-1-6),**CTTT-Y sinh-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",D8-303
20251,TDDT,161844,161844,ET3231E,Điện tử tương tự,3(3-0-1-6),**CTTT-Y sinh-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",D8-303
20251,TDDT,161845,161845,ET4100E,Cơ sở điện sinh học,2(2-0-1-4),**CTTT-Y sinh-K68S,1,Tue,1015-1145,5,6,Sáng,"2-9,11-19",D8-307
20251,TDDT,161846,161846,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Y sinh-K68S,1,Mon,0730-1455,2,3,Sáng,"2-9,11-19",C7-119
20251,TDDT,161846,161846,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT-Y sinh-K68S,2,Thu,1015-1145,5,6,Sáng,"2-9,11-19",C7-213
20251,TDDT,161847,161847,ET3231,Điện tử tương tự,3(3-0-1-6),**CTTT-HT nhúng & IoT -K68C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D8-302
20251,TDDT,161848,161848,ET3300,Kỹ thuật vi xử lý,3(3-0-1-6),**CTTT-HT nhúng & IoT -K68C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D8-302
20251,TDDT,161849,161849,ET4321,Nguyên lý siêu cao tần,3(3-0-1-6),**CTTT-HT nhúng & IoT -K68C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D8-302
20251,TDDT,161850,161850,ET4245,Trí tuệ nhân tạo và ứng dụng,3(3-1-0-6),**CTTT-HT nhúng & IoT -K68C,1,Mon,1410-1730,3,6,Chiều,"2-9,11-19",D8-302
20251,TDDT,161851,161851,ET2072,Lý thuyết thông tin,2(2-0-1-4),**CTTT-HT nhúng & IoT -K68C,1,Mon,1230-1400,1,2,Chiều,"2-9,11-19",D8-302
20251,TDDT,161915,161915,EE2012E,Kỹ thuật điện,2(2-1-0-4),**CTTT Cơ điện tử-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",C7-103
20251,TDDT,161916,161916,EE2012E,Kỹ thuật điện,2(2-1-0-4),**CTTT Cơ điện tử-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",C7-103
20251,TDDT,161917,161917,ET2012E,Kỹ thuật điện tử,2(2-0-1-4),**CTTT Cơ điện tử-K69S,1,Wed,1015-1145,5,6,Sáng,"2-9,11-19",C7-103
20251,TDDT,161931,161931,EE3706,Mạch tuyến tính 1,3(3-1-0-6),**CTTT ĐK&TĐH 01-K69C,1,Thu,1410-1730,3,6,Chiều,"2-9,11-19",C7-128
20251,TDDT,161932,161932,EE3706,Mạch tuyến tính 1,3(3-1-0-6),**(Blend)-CTTT ĐK&TĐH 02-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D8-403
20251,TDDT,161933,161933,EE3706,Mạch tuyến tính 1,3(3-1-0-6),**(Blend)-CTTT ĐK&TĐH 03-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D8-405
20251,TDDT,161934,161934,EE2001E,Tín hiệu và hệ thống,3(3-0-1-6),**CTTT ĐK&TĐH-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D8-403
20251,TDDT,161935,161935,EE2001E,Tín hiệu và hệ thống,3(3-0-1-6),**CTTT ĐK&TĐH-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D8-405
20251,TDDT,161936,161936,EE3030E,Nguyên lý trường điện từ,3(3-0-1-6),**(Blend)-CTTT ĐK&TĐH-K69C,1,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-403
20251,TDDT,161937,161937,EE3030E,Nguyên lý trường điện từ,3(3-0-1-6),**(Blend)-CTTT ĐK&TĐH-K69C,1,Fri,1410-1550,3,4,Chiều,"2-9,11-19",D8-403
20251,TDDT,161938,161938,EE2023,Technical Writing and Presentation,3(2-2-0-6),**CTTT ĐK&TĐH-K69C,1,Tue,1230-1400,1,2,Chiều,"2-9,11-19",D8-401
20251,TDDT,161938,161938,EE2023,Technical Writing and Presentation,3(2-2-0-6),**CTTT ĐK&TĐH-K69C,2,Fri,1600-1730,5,6,Chiều,"2-9,11-19",D8-403
20251,TDDT,161939,161939,EE2023,Technical Writing and Presentation,3(2-2-0-6),**CTTT ĐK&TĐH-K69C,1,Tue,1410-1730,3,6,Chiều,"2-9,11-19",D8-401
20251,TDDT,161944,161944,EE2001E,Tín hiệu và hệ thống,3(3-0-1-6),**CTTT Hệ thống điện-K69C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",C7-103
20251,TDDT,161945,161945,EE3706,Mạch tuyến tính 1,3(3-1-0-6),**CTTT Hệ thống điện-K69C,1,Wed,1230-1550,1,4,Chiều,"2-9,11-19",D3-402
20251,TDDT,161946,161946,EE2110E,Thiết kế điện tử,3(3-0-1-6),**CTTT Hệ thống điện-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",C7-103
20251,TDDT,161947,161947,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT Hệ thống điện-K69C,1,Wed,1600-1730,5,6,Chiều,"2-9,11-19",D3-402
20251,TDDT,161947,161947,EE3490E,Kỹ thuật lập trình,3(2-2-0-6),**CTTT Hệ thống điện-K69C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",C7-234
20251,TDDT,161957,161957,ET2060E,Tín hiệu và hệ thống,3(3-1-0-6),"**CTTT ĐTVT, Y sinh-K69C",1,Mon,1410-1730,3,6,Chiều,"2-9,11-19",D8-406
20251,TDDT,161958,161958,ET2060E,Tín hiệu và hệ thống,3(3-1-0-6),"**CTTT ĐTVT, Y sinh-K69C",1,Wed,1410-1730,3,6,Chiều,"2-9,11-19",D8-408
20251,TDDT,161959,161959,ET2072E,Lý thuyết thông tin,2(2-0-1-4),"**CTTT ĐTVT, Đa phương tiện-K69C",1,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-405
20251,TDDT,161960,161960,ET2072E,Lý thuyết thông tin,2(2-0-1-4),"**CTTT ĐTVT, Đa phương tiện-K69C",1,Fri,1410-1550,3,4,Chiều,"2-9,11-19",D8-405
20251,TDDT,161961,161961,ET2050E,Lý thuyết mạch,3(3-0-1-6),**CTTT ĐTVT-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D8-405
20251,TDDT,161962,161962,ET2050E,Lý thuyết mạch,3(3-0-1-6),**CTTT ĐTVT-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D8-406
20251,TDDT,161963,161963,ET2105E,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),**CTTT ĐTVT-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",D8-405
20251,TDDT,161964,161964,ET2105E,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),**CTTT ĐTVT-K69C,1,Tue,1230-1455,1,3,Chiều,"2-9,11-19",D8-406
20251,TDDT,161965,161965,ET2040E,Linh kiện điện tử bán dẫn,3(3-1-0-6),**CTTT ĐTVT-K69C,1,Mon,1230-1400,1,2,Chiều,"2-9,11-19",D8-406
20251,TDDT,161965,161965,ET2040E,Linh kiện điện tử bán dẫn,3(3-1-0-6),**CTTT ĐTVT-K69C,2,Wed,1230-1400,1,2,Chiều,"2-9,11-19",D8-408
20251,TDDT,161970,161970,ET3221E,Điện tử số,3(3-0-1-6),**CTTT Đa phương tiện 01-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",D3-403
20251,TDDT,161971,161971,ET3221E,Điện tử số,3(3-0-1-6),**CTTT Đa phương tiện 02-K69C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D3-403
20251,TDDT,161972,161972,ET2050E,Lý thuyết mạch,3(3-0-1-6),**CTTT Đa phương tiện 01-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D3-403
20251,TDDT,161973,161973,ET2050E,Lý thuyết mạch,3(3-0-1-6),**CTTT Đa phương tiện 02-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D3-404
20251,TDDT,161974,161974,ET4020E,Xử lý số tín hiệu,3(3-0-1-6),**CTTT Đa phương tiện 01-K69C,1,Wed,1505-1730,4,6,Chiều,"2-9,11-19",D3-403
20251,TDDT,161975,161975,ET4020E,Xử lý số tín hiệu,3(3-0-1-6),**CTTT Đa phương tiện 02-K69C,1,Wed,1230-1455,1,3,Chiều,"2-9,11-19",D3-404
20251,TDDT,161976,161976,ET2101E,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),**CTTT Đa phương tiện-K69C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D3-403
20251,TDDT,161978,161978,ET2022,Technical Writing and Presentation,3(2-2-0-6),**CTTT Đa phương tiện-K69C,1,Tue,1410-1730,3,6,Chiều,"2-9,11-19",D3-403
20251,TDDT,161980,161980,ET2030E,Ngôn ngữ lập trình,3(3-1-0-6),**CTTT Y sinh-K69C,1,Tue,1410-1730,3,6,Chiều,"2-9,11-19",D3-404
20251,TDDT,161981,161981,ET2050E,Lý thuyết mạch,3(3-0-1-6),**CTTT Y sinh-K69C,1,Thu,1230-1455,1,3,Chiều,"2-9,11-19",D3-404
20251,TDDT,162001,162001,EE2018,Kỹ thuật điện,3(3-0-1-6),**CTTT Thực phẩm-K69S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D3-403
20251,TDDT,162074,162074,ET2042,Linh kiện điện tử,2(2-0-1-4),**CTTT Hệ thống nhúng & IoT-K69C,1,Thu,1410-1550,3,4,Chiều,"2-9,11-19",C7-230
20251,TDDT,162075,162075,ET2042,Linh kiện điện tử,2(2-0-1-4),**CTTT Hệ thống nhúng & IoT-K69C,1,Thu,1600-1730,5,6,Chiều,"2-9,11-19",C7-230
20251,TDDT,162347,162347,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ điện tử-K69S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",D4-304
20251,TDDT,162395,162395,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D4-104
20251,TDDT,162396,162396,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D4-304
20251,TDDT,162397,162397,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Thu,0645-0910,1,3,Sáng,"2-9,11-19",D8-506
20251,TDDT,162398,162398,EE2012,Kỹ thuật điện,2(2-1-0-4),Cơ khí-K69S,1,Thu,0920-1145,4,6,Sáng,"2-9,11-19",D8-506
20251,TDDT,162403,162403,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Tue,1230-1550,1,4,Chiều,"2-9,11-19",D8-502
20251,TDDT,162404,162404,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D8-502
20251,TDDT,162404,162404,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,2,Fri,1230-1400,1,2,Chiều,"2-9,11-19",D8-502
20251,TDDT,162405,162405,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68C,1,Fri,1410-1730,3,6,Chiều,"2-9,11-19",D8-502
20251,TDDT,162406,162406,EE3359,Lý thuyết điều khiển tự động,3(3-1-0-6),Cơ điện tử-K68S,1,Thu,0645-1005,1,4,Sáng,"2-9,11-19",TC-208
20251,TDDT,162425,162425,ET2012,Kỹ thuật điện tử,2(2-0-1-4),Cơ điện tử-K68C,1,Tue,1410-1550,3,4,Chiều,"2-9,11-19",D8-503
20251,TDDT,162426,162426,ET2012,Kỹ thuật điện tử,2(2-0-1-4),Cơ điện tử-K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",D8-503
20251,TDDT,162442,162442,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Tue,1410-1550,3,4,Chiều,"2-9,11-19",TC-207
20251,TDDT,162443,162443,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Tue,1600-1730,5,6,Chiều,"2-9,11-19",TC-207
20251,TDDT,162444,162444,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1230-1400,1,2,Chiều,"2-9,11-19",TC-207
20251,TDDT,162445,162445,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1410-1550,3,4,Chiều,"2-9,11-19",TC-207
20251,TDDT,162446,162446,ET2012,Kỹ thuật điện tử,2(2-0-1-4),KT cơ khí -K68C,1,Thu,1600-1730,5,6,Chiều,"2-9,11-19",TC-207
20251,TDDT,162510,162510,EE4829,Điều khiển nối mạng,2(2-1-0-4),Cơ điện tử - MĐ 4-K67S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-209
20251,TDDT,162559,162559,EE6868,Động cơ điện và điều khiển,3(3-0-1-6),KSCS - Cơ điện tử-C,1,Thu,1505-1730,4,6,Chiều,"2-9,11-19",D4-104
20251,TDDT,162565,162565,EE4342,Hệ thống điều khiển thông minh,3(3-1-0-6),"KSCS - Cơ điện tử - MĐ 3,4-C",1,Tue,1410-1730,3,6,Chiều,"2-9,11-19",D4-206
20251,TDDT,162617,162617,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",TC-307
20251,TDDT,162618,162618,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-307
20251,TDDT,162619,162619,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Wed,0645-0910,1,3,Sáng,"2-9,11-19",TC-407
20251,TDDT,162620,162620,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69S,1,Wed,0920-1145,4,6,Sáng,"2-9,11-19",TC-407
20251,TDDT,162621,162621,EE2012,Kỹ thuật điện,2(2-1-0-4),KT ôtô - CKĐL - Hàng không-K69C,1,Tue,1505-1730,4,6,Chiều,"2-9,11-19",TC-407
20251,TDDT,162656,162656,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Fri,0645-0910,1,3,Sáng,"2-9,11-19",TC-512
20251,TDDT,162657,162657,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Fri,0920-1145,4,6,Sáng,"2-9,11-19",TC-513
20251,TDDT,162658,162658,ET2010,Kỹ thuật điện tử,3(3-0-1-6),KT ôtô - CKĐL - Hàng không-K68S,1,Mon,0920-1145,4,6,Sáng,"2-9,11-19",D4-206
20251,TDDT,162770,162770,EE2017,Kỹ thuật điện-điện tử,3(2-1-1-6),Nhiệt-K69S,1,Tue,0920-1145,4,6,Sáng,"2-9,11-19",D8-505
20251,TDDT,162771,162771,EE2017,Kỹ thuật điện-điện tử,3(2-1-1-6),Nhiệt-K69S,1,Tue,0645-0910,1,3,Sáng,"2-9,11-19",D8-505
20251,TDDT,162791,162791,EE3245,Thiết bị đóng cắt và bảo vệ,3(2-1-1-6),Nhiệt-K68C,1,Mon,1505-1730,4,6,Chiều,"2-9,11-19",D8-101
20251,TDDT,162842,162842,EE2021,Lý thuyết mạch điện I,3(2-1-1-6),KT điện-K69C,1,Mon,1230-1455,1,3,Chiều,"2-9,11-19",TC-407
